Semana,abrantes,agueda,aguiar da beira,alandroal,albergaria-a-velha,albufeira,alcacer do sal,alcanena,alcobaca,alcochete,alcoutim,alenquer,alfandega da fe,alijo,aljezur,aljustrel,almada,almeida,almeirim,almodovar,alpiarca,alter do chao,alvaiazere,alvito,amadora,amarante,amares,anadia,angra do heroismo,ansiao,arcos de valdevez,arganil,armamar,arouca,arraiolos,arronches,arruda dos vinhos,aveiro,avis,azambuja,baiao,barcelos,barrancos,barreiro,batalha,beja,belmonte,benavente,bombarral,borba,boticas,braga,braganca,cabeceiras de basto,cadaval,caldas da rainha,calheta (r.a.a.),calheta (r.a.m.),camara de lobos,caminha,campo maior,cantanhede,carrazeda de ansiaes,carregal do sal,cartaxo,cascais,castanheira de pera,castelo branco,castelo de paiva,castelo de vide,castro daire,castro marim,castro verde,celorico da beira,celorico de basto,chamusca,chaves,cinfaes,coimbra,condeixa-a-nova,constancia,coruche,corvo,covilha,crato,cuba,desconhecido,elvas,entroncamento,espinho,esposende,estarreja,estrangeiro,estremoz,evora,fafe,faro,felgueiras,ferreira do alentejo,ferreira do zezere,figueira da foz,figueira de castelo rodrigo,figueiro dos vinhos,fornos de algodres,freixo de espada a cinta,fronteira,funchal,fundao,gaviao,gois,golega,gondomar,gouveia,grandola,guarda,guimaraes,horta,idanha-a-nova,ilhavo,lagoa,lagoa (r.a.a),lagos,lajes das flores,lajes do pico,lamego,leiria,lisboa,loule,loures,lourinha,lousa,lousada,macao,macedo de cavaleiros,machico,madalena,mafra,maia,mangualde,manteigas,marco de canaveses,marinha grande,marvao,matosinhos,mealhada,meda,melgaco,mertola,mesao frio,mira,miranda do corvo,miranda do douro,mirandela,mogadouro,moimenta da beira,moita,moncao,monchique,mondim de basto,monforte,montalegre,montemor-o-novo,montemor-o-velho,montijo,mora,mortagua,moura,mourao,murca,murtosa,nazare,nelas,nisa,nordeste,obidos,odemira,odivelas,oeiras,oleiros,olhao,oliveira de azemeis,oliveira de frades,oliveira do bairro,oliveira do hospital,ourem,ourique,ovar,pacos de ferreira,palmela,pampilhosa da serra,paredes,paredes de coura,pedrogao grande,penacova,penafiel,penalva do castelo,penamacor,penedono,penela,peniche,peso da regua,pinhel,pombal,ponta delgada,ponta do sol,ponte da barca,ponte de lima,ponte de sor,portalegre,portel,portimao,porto,porto de mos,porto moniz,porto santo,povoacao,povoa de lanhoso,povoa de varzim,proenca-a-nova,redondo,reguengos de monsaraz,resende,ribeira brava,ribeira de pena,ribeira grande,rio maior,sabrosa,sabugal,salvaterra de magos,santa comba dao,santa cruz,santa cruz da graciosa,santa cruz das flores,santa maria da feira,santa marta de penaguiao,santana,santarem,santiago do cacem,santo tirso,sao bras de alportel,sao joao da madeira,sao joao da pesqueira,sao pedro do sul,sao roque do pico,sao vicente,sardoal,satao,seia,seixal,sernancelhe,serpa,serta,sesimbra,setubal,sever do vouga,silves,sines,sintra,sobral de monte agraco,soure,sousel,tabua,tabuaco,tarouca,tavira,terras de bouro,tomar,tondela,torre de moncorvo,torres novas,torres vedras,trancoso,trofa,vagos,vale de cambra,valenca,valongo,valpacos,velas,vendas novas,viana do alentejo,viana do castelo,vidigueira,vieira do minho,vila da praia da vitoria,vila de rei,vila do bispo,vila do conde,vila do porto,vila flor,vila franca de xira,vila franca do campo,vila nova da barquinha,vila nova de cerveira,vila nova de famalicao,vila nova de foz coa,vila nova de gaia,vila nova de paiva,vila nova de poiares,vila pouca de aguiar,vila real,vila real de santo antonio,vila velha de rodao,vila verde,vila vicosa,vimioso,vinhais,viseu,vizela,vouzela
 05-2021,20,16,8,1,12,17,16,12,26,7,3,23,6,4,2,9,76,6,10,3,6,1,6,1,70,13,5,15,9,10,7,12,5,10,1,3,5,20,2,13,8,33,0,24,3,18,2,19,4,5,0,31,16,7,6,21,0,3,10,4,6,21,0,4,7,77,1,26,0,9,3,1,2,1,5,7,13,3,70,8,1,11,0,21,3,4,2,8,2,7,9,11,9,14,14,9,21,11,3,5,19,5,6,8,4,6,35,16,4,2,4,43,4,15,17,38,6,10,10,5,5,8,0,2,14,32,283,23,88,21,3,10,3,7,3,0,22,27,6,1,11,11,5,44,11,4,8,3,0,4,8,4,14,8,3,49,8,4,2,1,3,13,11,24,1,2,11,1,3,4,4,5,2,0,7,9,71,75,0,14,26,2,10,8,16,3,22,10,37,5,21,5,3,7,13,9,2,0,3,14,2,5,29,15,2,9,7,18,9,1,18,66,10,1,2,2,4,26,2,4,10,4,4,3,6,10,1,6,12,5,6,2,1,43,2,1,26,20,21,6,4,4,5,0,1,3,5,11,79,3,13,4,26,70,2,8,3,116,7,15,2,14,0,2,12,2,22,22,1,14,32,3,13,1,5,5,16,9,0,1,2,32,6,9,5,5,2,23,0,3,56,4,2,1,33,4,85,8,3,8,11,4,4,12,4,0,9,41,2,8
 06-2021,14,8,5,3,11,10,11,11,14,5,2,19,2,6,4,4,71,3,7,3,4,2,2,0,63,11,2,20,10,5,6,7,5,4,1,2,5,26,1,6,8,25,1,30,2,15,4,12,6,2,3,27,10,4,4,21,0,3,6,2,6,19,4,5,11,73,1,16,4,6,6,0,4,1,3,3,11,5,61,7,0,9,0,25,2,1,3,14,5,7,9,10,8,10,18,8,23,11,1,7,23,3,0,5,3,3,36,14,6,2,3,37,6,9,19,25,3,3,8,4,0,7,0,0,10,19,252,30,78,13,2,8,5,4,7,3,22,23,7,3,6,9,5,37,11,2,4,4,1,7,10,3,13,3,5,27,8,7,3,4,6,12,12,22,1,0,11,1,2,4,8,5,2,1,7,17,53,64,4,10,16,3,7,6,20,1,6,6,31,3,12,7,2,3,17,3,3,3,7,7,4,6,22,9,2,3,17,3,4,1,10,69,3,0,1,3,7,9,4,3,2,8,2,2,8,10,3,9,9,7,10,1,1,31,4,2,22,8,18,3,4,2,5,2,2,0,7,10,41,4,10,9,24,66,4,12,5,99,6,2,1,5,2,1,5,1,20,9,4,11,31,2,4,7,10,4,15,5,2,5,4,27,3,5,9,4,1,25,2,3,35,0,1,2,32,4,80,5,2,3,9,8,2,14,2,4,2,32,3,2
 07-2021,16,7,4,1,6,8,2,5,11,4,2,14,2,3,1,3,51,4,9,1,2,0,4,3,46,18,3,12,7,6,13,4,4,4,6,1,6,20,1,9,6,26,0,20,4,11,1,9,3,3,3,25,13,2,3,22,1,4,6,4,4,10,1,4,3,62,5,12,5,0,2,2,4,2,6,3,7,4,50,4,1,8,1,20,4,3,5,14,6,10,7,4,2,9,13,12,15,8,3,2,24,3,2,4,0,2,26,14,4,3,5,41,6,6,9,25,6,2,10,3,3,8,0,2,6,19,182,18,65,10,9,8,3,4,1,0,19,20,12,0,10,14,1,37,4,2,2,2,2,7,1,4,5,3,5,23,8,4,2,0,2,8,7,17,3,2,10,0,2,8,4,2,2,0,5,10,47,50,2,8,13,4,5,6,17,1,18,11,24,3,11,3,0,6,20,5,1,1,6,9,5,4,19,10,1,6,10,7,9,4,12,66,7,1,1,0,9,14,1,1,7,1,2,2,9,6,4,7,11,8,7,1,0,31,0,5,23,7,15,1,3,0,10,1,1,0,0,9,46,1,7,5,12,40,3,12,3,85,3,5,2,8,0,1,8,1,7,8,1,14,19,1,7,3,6,1,17,3,1,2,1,19,1,6,3,5,2,17,1,9,40,3,2,2,29,5,57,1,2,4,15,4,0,11,4,1,1,25,2,1
 08-2021,13,9,3,0,10,8,7,3,15,5,0,6,0,1,1,4,48,3,8,5,2,1,5,1,42,11,1,4,8,4,8,1,0,8,3,3,1,16,1,5,5,26,0,26,2,6,3,4,5,4,3,28,6,6,6,12,1,6,4,5,1,15,5,3,5,49,2,19,6,4,7,2,1,2,5,6,7,6,35,2,0,6,1,14,1,1,2,2,4,13,4,4,5,6,11,12,18,7,2,3,24,5,3,2,3,2,27,10,1,2,1,38,3,2,9,12,10,4,12,7,3,9,0,0,8,31,154,20,68,6,4,3,5,5,3,4,15,15,9,7,9,3,1,31,5,1,4,5,1,7,2,1,3,5,1,17,11,1,1,1,1,8,7,15,0,4,6,3,2,1,3,8,0,1,1,8,34,44,1,14,12,2,6,5,17,4,6,11,24,2,14,2,1,1,11,3,0,0,2,6,4,2,15,8,2,1,11,7,7,2,14,56,4,1,1,2,6,6,5,2,4,7,4,2,6,10,1,4,10,4,9,0,1,23,1,2,19,11,12,4,8,4,6,0,1,1,2,13,41,3,5,4,11,32,6,3,6,71,1,5,0,5,1,1,8,2,14,12,0,14,20,2,11,4,4,3,17,5,4,6,1,20,1,1,6,1,2,14,2,0,26,1,6,1,13,1,46,1,6,4,9,3,1,7,3,0,3,21,7,2
 09-2021,18,10,2,2,6,3,6,5,10,3,1,7,1,1,3,1,46,2,6,4,1,1,2,0,45,10,5,4,7,5,7,1,0,1,4,1,2,23,0,4,9,18,0,19,4,15,1,7,7,3,2,27,8,3,4,14,0,3,1,4,3,14,4,3,9,62,1,10,2,2,2,1,5,3,7,0,13,10,36,3,2,7,0,7,2,2,0,1,5,6,10,6,6,5,15,10,18,8,3,3,25,5,0,1,2,2,29,4,0,0,1,32,4,4,12,23,6,4,8,3,2,4,0,1,3,14,155,11,40,4,6,8,3,4,5,1,16,16,2,1,6,8,0,31,2,2,3,4,2,2,3,5,6,2,3,16,7,5,2,0,3,4,8,9,3,5,7,0,0,1,2,2,7,1,2,8,31,42,1,9,14,3,7,6,14,0,9,11,14,2,9,4,1,1,10,2,5,1,3,5,9,6,15,13,4,4,12,7,4,1,18,66,7,0,1,0,5,5,1,2,2,1,4,1,6,8,1,7,10,3,6,0,0,17,3,1,9,12,7,1,5,2,7,2,3,1,2,4,36,0,2,0,8,34,1,3,3,74,3,6,0,2,3,3,7,0,8,10,3,10,14,3,3,6,4,6,12,8,2,5,1,24,6,1,2,0,1,15,2,2,25,3,0,1,33,5,55,0,3,4,9,3,0,7,0,2,4,10,3,8
 10-2021,9,11,3,1,4,7,3,3,8,1,1,10,0,2,2,3,40,2,5,3,1,2,3,0,40,5,1,6,12,1,4,6,1,2,0,3,4,15,0,3,2,15,0,10,4,11,1,8,6,4,3,30,6,2,10,8,1,3,4,8,1,9,3,0,6,31,2,14,3,3,1,1,0,2,5,0,5,5,30,5,1,3,0,10,2,1,2,11,5,3,7,5,1,5,9,7,18,7,1,1,15,0,0,2,1,2,20,10,1,1,1,33,7,3,8,19,3,5,8,3,3,6,0,0,5,20,169,12,39,7,3,3,1,1,2,2,13,18,5,2,9,5,1,27,2,3,4,2,1,4,5,0,3,3,1,22,8,4,0,3,4,3,9,14,2,2,1,1,1,1,8,5,2,1,2,6,21,40,0,6,8,4,2,5,7,3,6,9,16,2,10,5,1,7,9,2,5,1,1,7,6,4,11,8,1,1,7,5,6,2,12,57,2,1,0,3,3,12,1,2,1,3,3,3,5,5,2,6,4,5,5,0,0,31,1,1,11,9,7,1,5,2,4,0,1,2,6,10,39,0,4,3,13,31,0,6,4,59,3,7,0,3,0,0,3,2,19,5,1,12,12,0,5,9,6,9,11,2,4,4,2,13,3,7,1,2,0,15,0,0,21,2,2,1,22,2,46,1,1,2,8,5,1,6,0,0,4,21,5,3
 11-2021,6,13,2,1,6,6,6,8,20,5,1,6,0,3,2,3,41,4,3,2,5,1,1,1,26,10,4,9,7,6,7,3,1,6,6,2,0,18,1,6,2,11,0,20,2,9,1,4,2,2,0,29,10,3,8,8,2,1,7,7,2,9,0,1,5,40,1,7,4,2,4,3,5,1,5,3,10,5,27,0,2,8,1,15,2,2,1,7,2,6,5,6,9,3,12,7,11,11,3,1,14,0,3,2,1,3,26,10,0,1,2,31,3,6,11,22,6,3,7,6,2,5,0,0,7,14,120,16,37,5,3,7,6,4,3,3,13,24,7,0,4,4,0,20,7,1,8,2,0,0,1,3,2,2,3,19,6,2,0,2,3,0,5,12,2,5,3,0,1,2,1,4,5,0,3,7,29,30,0,13,10,2,1,1,7,1,6,11,18,2,8,4,0,2,10,4,2,1,1,4,3,4,15,15,4,2,6,3,5,0,19,52,4,0,2,0,2,8,3,3,6,3,2,0,4,3,2,7,7,2,6,0,0,20,2,1,7,10,20,5,1,1,3,1,1,0,3,9,34,0,5,8,15,24,2,6,5,63,2,5,2,2,0,1,8,3,14,8,2,6,16,4,5,7,4,5,18,9,2,1,1,21,4,4,3,1,0,12,1,0,21,0,5,4,23,4,44,0,0,3,6,2,0,12,1,2,1,15,0,0
 12-2021,5,8,2,0,3,4,4,1,15,3,1,10,4,4,2,1,37,0,6,1,1,2,5,0,34,14,4,4,12,4,9,7,0,2,0,0,3,18,0,5,2,20,1,18,1,7,1,5,4,4,3,30,10,5,6,10,1,4,6,4,1,7,1,1,6,43,0,11,4,0,3,2,1,1,3,0,8,2,21,1,2,9,0,8,3,2,1,6,5,5,6,3,2,1,10,6,10,7,1,2,12,4,1,3,0,0,25,2,5,1,1,21,2,6,10,22,2,3,5,2,3,11,2,4,6,26,125,22,45,9,3,6,2,5,3,3,9,16,7,2,6,4,1,34,3,1,3,3,2,5,4,3,4,4,0,10,4,5,3,2,2,4,4,13,1,2,2,0,3,3,1,2,1,2,3,9,21,32,1,17,8,3,5,6,10,5,10,8,18,1,10,3,2,4,13,1,2,0,2,1,4,1,10,11,2,5,10,2,6,4,15,38,4,0,1,1,1,16,3,0,4,3,3,1,6,1,1,4,6,2,11,0,0,17,2,3,10,11,12,1,3,2,5,1,3,0,2,5,25,0,4,3,20,28,4,4,2,56,0,6,1,4,0,2,8,1,13,6,2,3,14,3,6,4,3,0,15,6,0,1,0,22,2,1,2,1,1,20,0,2,22,2,4,3,21,1,40,1,1,6,9,6,3,8,1,0,2,21,2,1
 13-2021,5,9,2,2,6,6,4,4,11,6,3,4,0,4,1,1,33,3,4,1,3,2,1,0,35,9,3,10,13,1,6,1,2,7,2,3,3,12,4,7,5,20,1,12,1,10,2,5,4,2,0,24,7,3,4,16,0,5,7,4,2,10,1,2,6,48,0,18,0,1,1,1,3,4,5,2,3,8,22,0,1,4,0,12,1,2,2,5,2,7,6,10,2,6,5,10,13,6,0,0,10,1,4,1,0,1,23,8,0,0,3,33,3,2,10,24,3,7,10,4,6,4,0,1,9,23,129,18,42,6,3,5,3,4,6,0,8,12,4,1,10,6,1,22,8,1,3,3,1,0,3,2,4,4,1,15,4,2,2,1,5,4,5,14,4,5,2,4,2,1,7,3,7,2,2,6,26,32,1,6,17,2,5,2,12,5,11,8,16,1,8,0,3,3,17,3,1,0,1,5,2,1,12,15,0,2,12,5,4,4,10,49,7,0,1,1,3,7,3,0,0,1,1,0,6,6,2,5,5,4,5,0,1,21,3,3,16,9,15,1,3,3,1,0,0,1,1,7,40,2,11,7,8,27,0,6,3,76,5,2,3,5,2,2,14,0,14,11,2,8,18,1,5,6,5,3,10,7,1,1,3,15,2,0,3,0,1,14,4,4,19,2,0,2,15,0,47,3,3,4,7,5,2,5,1,4,5,20,3,0
 14-2021,9,5,1,1,1,7,3,4,13,4,3,8,1,4,1,3,37,2,5,2,1,1,3,0,27,7,2,7,5,4,8,4,2,3,2,2,5,11,2,5,1,20,1,18,1,11,1,4,5,3,3,25,5,2,2,4,1,1,4,8,2,7,3,0,5,37,2,16,1,0,4,3,0,2,4,2,5,2,20,5,0,5,1,10,2,1,1,3,7,8,8,5,4,4,12,9,16,7,2,3,12,5,1,1,3,0,26,7,1,1,3,29,4,6,5,29,4,4,9,2,3,5,0,0,4,22,123,19,30,6,2,6,2,1,4,2,15,14,3,0,5,7,1,37,7,1,6,0,0,4,1,1,4,2,2,13,5,0,0,1,4,6,6,13,4,3,3,0,1,0,5,5,1,4,6,7,20,33,1,12,13,1,6,6,7,1,11,7,9,3,17,4,2,1,7,6,2,0,2,7,2,2,11,8,3,4,6,2,9,1,7,54,7,1,3,0,7,7,2,2,2,2,1,1,2,6,2,4,8,5,6,2,1,18,0,3,10,9,12,2,8,2,7,0,0,0,3,4,19,0,4,7,9,20,3,10,2,51,2,2,0,7,3,2,8,0,9,5,5,8,13,3,9,7,4,2,10,9,1,1,2,19,1,1,2,1,1,19,1,2,13,2,0,3,15,5,37,1,4,7,7,4,1,14,1,0,4,16,5,0
 15-2021,9,13,0,3,2,14,3,7,11,2,3,4,2,3,2,5,30,2,5,1,0,0,2,1,29,13,4,14,6,4,6,4,2,3,2,0,2,19,4,3,2,9,1,17,4,5,0,6,4,4,1,22,9,3,3,12,1,2,6,3,1,10,3,2,4,42,1,15,4,2,3,3,3,2,4,4,6,6,30,2,2,8,0,18,1,3,4,2,4,4,6,5,4,4,7,5,13,5,2,5,10,2,1,1,0,1,27,14,1,3,0,20,6,4,5,18,2,3,8,5,5,4,1,2,9,18,97,13,29,5,0,3,4,3,0,0,14,19,2,1,10,5,3,24,6,0,6,1,0,2,2,1,3,1,0,10,3,0,1,0,1,9,4,10,1,2,2,1,2,0,1,1,5,2,3,4,24,29,2,5,11,4,5,4,11,0,11,5,18,1,17,2,2,1,9,4,4,0,4,2,5,5,16,13,0,2,4,5,2,2,10,48,8,0,0,0,4,10,1,1,1,1,3,3,3,3,2,5,6,0,8,1,2,23,2,2,18,5,14,0,5,0,7,1,1,0,2,7,19,0,4,2,6,25,4,6,4,53,3,3,0,3,1,1,5,3,8,4,2,8,23,3,6,3,0,4,18,1,0,3,5,18,3,1,3,2,1,21,1,1,22,5,1,2,25,0,56,1,0,7,7,2,2,6,3,3,1,13,2,3
 16-2021,8,5,5,2,2,5,4,6,8,2,0,6,1,2,2,1,30,1,5,1,2,0,0,0,28,6,5,1,3,3,5,4,3,4,2,0,1,6,2,5,4,14,1,22,5,12,2,10,7,2,0,23,4,2,5,11,0,2,8,3,1,7,1,0,4,38,1,20,3,0,1,0,5,3,3,3,10,0,20,4,2,9,0,9,2,2,1,4,5,8,6,5,7,3,11,9,11,3,4,2,10,1,0,2,1,0,20,10,3,2,4,25,8,3,11,16,2,6,8,0,2,5,0,3,4,20,109,15,30,3,2,4,3,7,3,1,12,18,3,0,8,8,0,25,2,2,2,0,0,7,5,3,4,2,2,11,6,2,0,0,4,7,6,4,2,4,0,1,0,3,2,3,2,0,1,6,24,28,2,4,18,2,2,7,4,1,9,8,20,1,8,2,1,4,4,2,1,1,1,5,5,3,17,16,4,0,11,2,3,4,14,46,4,0,0,2,5,6,4,1,3,1,2,1,4,9,1,5,5,3,11,2,1,24,3,1,11,5,11,2,1,2,3,2,1,1,4,5,29,1,3,5,8,30,3,10,10,55,1,5,0,1,2,1,4,2,12,7,0,8,18,1,6,5,4,3,10,5,2,5,0,17,0,2,3,3,2,7,2,2,16,2,4,2,14,3,48,2,0,3,9,7,4,5,0,0,3,16,2,2
 17-2021,4,11,1,3,7,5,2,0,12,2,2,9,0,2,1,2,48,2,4,1,1,2,3,0,21,6,3,6,4,2,9,3,3,1,3,1,2,18,1,5,4,21,1,19,5,6,0,6,4,2,1,25,7,1,5,6,1,5,1,3,0,6,3,3,9,43,2,11,2,3,3,2,1,1,2,5,8,2,19,5,1,3,0,13,1,3,0,4,3,3,5,2,4,2,7,5,14,3,3,3,14,3,2,1,1,1,17,4,1,4,1,31,10,4,7,25,2,8,6,7,4,11,0,1,6,21,113,16,36,7,1,3,2,2,1,2,12,19,8,0,8,12,1,27,5,2,5,1,1,2,2,2,6,1,5,11,3,3,4,1,5,3,1,13,1,2,3,0,0,3,2,3,3,2,2,11,17,21,2,6,12,1,1,2,17,3,13,5,12,1,6,1,0,4,11,1,2,1,1,6,5,1,4,11,3,2,5,3,4,1,10,53,5,0,1,1,3,7,3,1,1,2,6,0,4,3,1,2,2,6,6,0,0,19,3,0,12,4,8,2,5,0,1,0,3,0,3,3,19,1,3,6,6,28,3,5,1,40,1,2,1,1,0,1,7,2,10,6,1,8,13,3,7,3,2,7,17,3,1,0,4,21,1,5,3,2,0,7,2,1,22,2,2,1,22,1,43,1,0,1,10,4,4,9,2,2,4,18,4,1
 18-2021,12,8,5,2,8,4,2,4,8,2,0,9,1,1,0,0,42,3,7,2,2,1,2,2,35,9,1,3,2,4,9,5,0,2,2,3,3,8,1,7,1,21,0,18,3,10,1,7,4,6,5,21,8,8,1,9,2,6,6,8,4,6,2,1,3,39,2,18,3,1,4,0,1,0,0,6,10,3,25,3,2,10,0,12,0,1,3,9,3,6,3,7,5,4,12,10,17,11,3,2,10,1,3,3,0,0,16,5,1,5,0,21,2,2,11,27,0,3,6,3,5,5,1,0,2,27,130,12,35,7,2,3,3,5,6,1,14,12,3,0,8,5,3,24,2,1,2,3,1,6,4,0,8,4,2,11,4,2,1,0,4,5,4,10,0,2,2,0,3,2,2,1,0,0,0,9,23,39,4,7,11,1,3,2,13,2,5,10,19,1,11,4,3,3,6,3,4,2,3,5,2,3,14,15,3,2,4,3,9,3,11,64,5,1,0,0,4,11,4,4,3,1,4,1,0,4,0,6,5,3,6,1,0,26,1,2,17,7,10,1,2,0,3,0,1,2,6,7,27,3,6,4,6,27,6,8,4,57,3,3,1,6,0,3,6,1,5,5,2,11,17,4,3,2,6,2,10,4,0,1,1,22,2,2,5,1,2,13,0,3,26,1,2,5,20,3,48,1,2,3,6,1,0,7,2,1,2,13,1,3
 19-2021,8,5,4,2,5,7,1,2,15,3,0,4,2,3,4,3,33,3,5,6,3,1,2,1,26,8,6,8,3,5,1,5,1,4,1,0,3,17,1,1,2,15,0,12,3,10,2,2,1,2,2,24,9,0,2,10,0,5,5,6,5,7,4,0,4,44,2,10,2,1,2,3,2,1,3,2,12,7,25,0,1,5,0,7,1,3,1,5,5,13,4,5,6,4,11,9,7,14,5,3,20,2,0,1,2,1,25,6,2,1,1,30,4,2,11,22,4,2,5,5,3,8,0,1,3,16,124,20,28,6,3,7,3,2,6,2,4,11,7,0,4,5,0,22,4,1,1,1,0,1,2,2,6,2,0,12,6,2,1,0,1,6,7,12,2,0,2,0,0,0,3,1,2,0,1,6,28,32,0,14,13,3,12,7,9,1,5,5,15,0,5,2,0,1,8,0,2,1,0,6,5,0,12,8,2,4,4,5,2,1,11,50,7,0,2,0,3,5,5,2,1,3,5,2,5,1,2,9,5,3,8,0,1,12,1,1,13,7,12,5,3,2,5,0,0,0,3,8,24,4,6,3,13,29,0,5,3,46,4,4,2,1,2,2,5,1,11,6,1,13,14,2,9,2,3,2,10,2,2,4,0,17,4,0,6,2,1,15,2,4,20,1,1,1,18,2,36,2,1,4,9,3,0,6,2,3,3,15,0,2
 20-2021,5,9,2,1,4,6,4,7,12,1,2,7,3,3,2,3,30,1,5,2,1,1,4,1,32,8,2,5,5,5,6,4,0,3,1,2,1,14,1,5,5,13,1,16,0,8,1,10,3,2,2,27,5,4,3,7,1,3,5,4,2,7,2,3,3,31,1,12,2,0,3,1,4,1,3,1,10,0,14,5,0,3,0,14,3,1,2,5,2,3,5,6,5,8,7,2,12,10,2,1,12,2,2,0,1,0,20,7,3,1,2,28,3,1,5,26,3,4,9,4,1,3,0,1,5,21,103,13,29,7,1,8,1,2,5,2,14,8,8,2,3,6,1,21,3,0,3,2,2,2,4,3,7,1,6,10,8,2,3,1,1,6,3,10,1,2,2,2,2,4,1,2,3,0,3,4,20,26,3,3,5,0,3,4,10,2,8,6,13,3,15,0,0,2,8,2,0,1,2,3,3,3,6,7,1,3,5,1,8,0,14,52,1,1,1,0,4,11,2,3,5,1,6,1,7,1,2,2,2,8,5,0,1,21,0,3,12,4,14,3,2,0,1,0,3,4,7,6,33,2,5,2,6,27,2,10,3,55,1,6,4,2,0,1,9,1,7,6,3,9,9,2,4,6,2,3,5,5,1,2,3,15,3,4,3,1,0,12,1,2,18,2,2,4,23,3,43,1,1,1,10,3,2,8,1,2,2,17,2,2
 21-2021,14,12,1,0,6,6,2,3,16,0,1,10,0,2,1,2,55,4,6,2,0,0,3,0,33,11,4,4,5,1,3,12,1,2,3,0,3,19,3,5,1,18,0,11,1,6,3,4,2,0,3,18,8,1,2,6,1,4,6,4,0,7,2,2,8,24,0,12,4,1,7,4,1,3,1,4,10,4,29,2,0,11,0,12,3,2,2,8,6,5,9,3,4,2,16,9,7,10,0,5,7,3,1,2,3,0,21,11,0,0,0,32,6,3,12,16,3,4,7,1,3,7,2,0,4,14,123,12,44,3,3,10,4,2,3,1,18,15,3,0,3,7,1,30,2,1,5,1,0,1,4,4,8,2,2,27,4,3,0,1,4,2,7,9,1,4,2,0,2,1,4,2,3,1,3,5,19,27,1,10,11,0,4,4,8,1,10,4,13,2,4,3,2,5,11,3,3,0,4,6,0,2,14,9,2,5,8,5,8,0,9,56,3,1,0,3,5,9,3,5,3,2,3,0,5,1,1,5,3,5,3,0,0,19,2,0,12,7,10,1,4,1,4,0,0,0,0,8,17,1,5,2,10,24,4,8,7,62,1,2,1,3,0,2,5,5,10,9,0,4,16,3,2,4,5,4,20,4,1,4,1,16,2,1,3,2,2,11,2,4,15,0,3,1,21,0,45,2,1,6,11,6,2,12,1,0,4,17,4,4
 22-2021,9,7,3,0,5,2,3,3,10,4,1,6,1,2,2,5,34,5,2,1,3,2,1,2,25,7,1,5,7,3,9,3,1,3,1,0,8,12,1,5,7,16,0,21,1,2,0,2,3,1,1,23,5,1,4,8,1,2,1,4,3,5,2,5,6,32,1,14,2,1,3,5,3,2,1,8,7,3,23,2,1,6,0,9,3,2,2,5,4,8,6,6,7,5,7,7,13,9,1,2,9,2,3,0,1,3,26,9,0,0,3,24,4,4,11,21,3,3,7,1,5,4,1,1,3,19,114,11,38,4,1,4,1,3,1,3,9,15,3,0,6,5,2,33,2,1,4,3,1,3,5,3,5,3,1,8,5,4,2,2,4,5,9,7,4,1,3,1,2,4,0,1,4,0,3,7,26,26,1,7,12,3,3,4,9,0,6,7,14,0,9,0,1,2,15,1,0,1,3,9,5,4,9,11,2,4,8,3,4,0,11,40,6,0,1,0,3,6,2,1,3,1,5,4,10,3,3,3,5,6,4,1,0,18,1,3,9,8,15,2,2,2,0,3,1,3,1,8,30,1,3,4,10,18,4,6,3,58,3,6,0,5,2,3,9,2,6,13,5,8,15,2,3,2,6,3,10,10,0,2,1,7,0,1,5,2,1,13,1,2,19,2,0,0,16,2,33,0,0,1,10,5,1,7,5,2,3,18,4,2
 23-2021,11,10,2,3,5,8,1,1,18,2,0,10,3,6,3,1,27,4,4,3,2,1,1,2,31,11,4,4,6,1,4,3,0,5,2,1,3,13,0,4,3,19,0,18,1,10,0,3,2,3,4,20,6,2,4,11,1,0,4,3,2,8,1,2,1,37,1,9,4,1,5,2,3,3,3,4,10,1,32,1,1,4,0,12,2,1,0,5,2,3,1,4,5,0,13,9,14,7,3,4,14,0,0,1,1,0,21,5,2,1,2,31,4,3,17,20,4,2,8,4,3,13,2,1,3,16,111,12,46,5,4,6,4,2,2,3,13,23,4,1,5,6,2,21,6,1,1,0,2,5,4,1,6,1,3,13,3,0,1,0,3,2,8,12,0,1,3,2,2,1,2,9,1,0,3,10,23,34,1,10,15,3,2,4,10,2,5,6,16,2,4,3,0,3,6,2,3,0,1,5,5,3,14,6,2,2,10,1,1,1,15,60,5,1,1,1,4,8,1,2,2,6,1,5,4,5,2,3,5,2,2,3,0,15,3,2,12,8,12,6,4,1,2,2,3,1,0,6,20,1,3,4,9,22,1,10,1,54,2,4,0,2,0,1,3,3,9,9,0,14,12,3,6,4,4,2,9,9,1,3,3,17,1,3,5,0,1,13,0,5,17,3,3,1,11,2,45,1,2,5,13,4,2,11,2,3,2,15,1,0
